iso3,year_month,political_violence_events_preagg
LKA,2011-07-01,6
LKA,2011-08-01,7
LKA,2011-09-01,5
LKA,2011-10-01,8
LKA,2011-11-01,3
LKA,2011-12-01,4
LKA,2012-01-01,5
LKA,2012-02-01,6
LKA,2012-03-01,8
LKA,2012-04-01,2
LKA,2012-05-01,3
LKA,2012-06-01,6
LKA,2012-07-01,5
LKA,2012-08-01,9
LKA,2012-09-01,4
LKA,2012-10-01,7
LKA,2012-11-01,6
LKA,2012-12-01,2
LKA,2013-01-01,5
LKA,2013-02-01,12
LKA,2013-03-01,12
LKA,2013-04-01,3
LKA,2013-05-01,10
LKA,2013-06-01,10
LKA,2013-07-01,4
LKA,2013-08-01,16
LKA,2013-09-01,28
LKA,2013-10-01,8
LKA,2013-11-01,2
LKA,2013-12-01,4
LKA,2014-01-01,1
LKA,2014-02-01,3
LKA,2014-03-01,5
LKA,2014-04-01,3
LKA,2014-05-01,3
LKA,2014-06-01,2
LKA,2014-07-01,1
LKA,2014-08-01,0
LKA,2014-09-01,11
LKA,2014-10-01,3
LKA,2014-11-01,5
LKA,2014-12-01,11
LKA,2015-01-01,32
LKA,2015-02-01,2
LKA,2015-03-01,2
LKA,2015-04-01,0
LKA,2015-05-01,1
LKA,2015-06-01,2
LKA,2015-07-01,6
LKA,2015-08-01,8
LKA,2015-09-01,0
LKA,2015-10-01,1
LKA,2015-11-01,1
LKA,2015-12-01,1
LKA,2016-01-01,4
LKA,2016-02-01,1
LKA,2016-03-01,0
LKA,2016-04-01,3
LKA,2016-05-01,0
LKA,2016-06-01,1
LKA,2016-07-01,1
LKA,2016-08-01,0
LKA,2016-09-01,1
LKA,2016-10-01,1
LKA,2016-11-01,0
LKA,2016-12-01,2
LKA,2017-01-01,2
LKA,2017-02-01,2
LKA,2017-03-01,2
LKA,2017-04-01,1
LKA,2017-05-01,12
LKA,2017-06-01,4
LKA,2017-07-01,2
LKA,2017-08-01,0
LKA,2017-09-01,2
LKA,2017-10-01,0
LKA,2017-11-01,3
LKA,2017-12-01,1
LKA,2018-01-01,5
LKA,2018-02-01,4
LKA,2018-03-01,20
LKA,2018-04-01,2
LKA,2018-05-01,1
LKA,2018-06-01,6
LKA,2018-07-01,5
LKA,2018-08-01,4
LKA,2018-09-01,8
LKA,2018-10-01,10
LKA,2018-11-01,21
LKA,2018-12-01,28
LKA,2019-01-01,13
LKA,2019-02-01,4
LKA,2019-03-01,4
LKA,2019-04-01,19
LKA,2019-05-01,26
LKA,2019-06-01,24
LKA,2019-07-01,23
LKA,2019-08-01,26
LKA,2019-09-01,8
LKA,2019-10-01,9
LKA,2019-11-01,26
LKA,2019-12-01,21
LKA,2020-01-01,13
LKA,2020-02-01,12
LKA,2020-03-01,2
LKA,2020-04-01,7
LKA,2020-05-01,13
LKA,2020-06-01,3
LKA,2020-07-01,13
LKA,2020-08-01,8
LKA,2020-09-01,2
LKA,2020-10-01,4
LKA,2020-11-01,5
LKA,2020-12-01,2
LKA,2021-01-01,4
LKA,2021-02-01,5
LKA,2021-03-01,3
LKA,2021-04-01,8
LKA,2021-05-01,2
LKA,2021-06-01,7
LKA,2021-07-01,1
LKA,2021-08-01,1
LKA,2021-09-01,5
LKA,2021-10-01,4
LKA,2021-11-01,2
LKA,2021-12-01,2
LKA,2022-01-01,3
LKA,2022-04-01,1
LKA,2022-05-01,7
LKA,2022-06-01,6
LKA,2022-07-01,6
LKA,2022-08-01,1
LKA,2022-11-01,3
LKA,2023-01-01,1
LKA,2023-02-01,1
LKA,2023-03-01,5
LKA,2023-04-01,2
LKA,2023-05-01,3
LKA,2023-06-01,5
LKA,2023-07-01,4
LKA,2023-08-01,2
LKA,2023-09-01,4
LKA,2023-10-01,3
LKA,2023-11-01,9
LKA,2023-12-01,10
LKA,2024-01-01,3
LKA,2024-02-01,3
LKA,2024-03-01,4
LKA,2024-04-01,3
LKA,2024-06-01,1
LKA,2024-07-01,5
LKA,2024-08-01,4
LKA,2024-09-01,12
LKA,2024-10-01,7
LKA,2024-11-01,12
LKA,2024-12-01,2
TUN,2000-01-01,0
TUN,2000-02-01,0
TUN,2000-03-01,0
TUN,2000-04-01,0
TUN,2000-05-01,0
TUN,2000-06-01,0
TUN,2000-07-01,0
TUN,2000-08-01,0
TUN,2000-09-01,0
TUN,2000-10-01,0
TUN,2000-11-01,0
TUN,2000-12-01,0
TUN,2001-01-01,0
TUN,2001-02-01,1
TUN,2001-03-01,2
TUN,2001-04-01,0
TUN,2001-05-01,0
TUN,2001-06-01,0
TUN,2001-07-01,0
TUN,2001-08-01,0
TUN,2001-09-01,0
TUN,2001-10-01,0
TUN,2001-11-01,0
TUN,2001-12-01,0
TUN,2002-01-01,0
TUN,2002-02-01,0
TUN,2002-03-01,0
TUN,2002-04-01,2
TUN,2002-05-01,0
TUN,2002-06-01,0
TUN,2002-07-01,0
TUN,2002-08-01,0
TUN,2002-09-01,0
TUN,2002-10-01,0
TUN,2002-11-01,0
TUN,2002-12-01,0
TUN,2003-01-01,0
TUN,2003-02-01,0
TUN,2003-03-01,0
TUN,2003-04-01,0
TUN,2003-05-01,0
TUN,2003-06-01,0
TUN,2003-07-01,0
TUN,2003-08-01,1
TUN,2003-09-01,0
TUN,2003-10-01,0
TUN,2003-11-01,0
TUN,2003-12-01,0
TUN,2004-01-01,1
TUN,2004-02-01,0
TUN,2004-03-01,0
TUN,2004-04-01,0
TUN,2004-05-01,0
TUN,2004-06-01,0
TUN,2004-07-01,0
TUN,2004-08-01,0
TUN,2004-09-01,0
TUN,2004-10-01,0
TUN,2004-11-01,0
TUN,2004-12-01,1
TUN,2005-01-01,0
TUN,2005-02-01,0
TUN,2005-03-01,0
TUN,2005-04-01,0
TUN,2005-05-01,0
TUN,2005-06-01,0
TUN,2005-07-01,0
TUN,2005-08-01,0
TUN,2005-09-01,0
TUN,2005-10-01,0
TUN,2005-11-01,1
TUN,2005-12-01,0
TUN,2006-01-01,0
TUN,2006-02-01,0
TUN,2006-03-01,0
TUN,2006-04-01,0
TUN,2006-05-01,0
TUN,2006-06-01,0
TUN,2006-07-01,0
TUN,2006-08-01,0
TUN,2006-09-01,0
TUN,2006-10-01,0
TUN,2006-11-01,0
TUN,2006-12-01,1
TUN,2007-01-01,1
TUN,2007-02-01,0
TUN,2007-03-01,0
TUN,2007-04-01,0
TUN,2007-05-01,0
TUN,2007-06-01,0
TUN,2007-07-01,0
TUN,2007-08-01,0
TUN,2007-09-01,0
TUN,2007-10-01,0
TUN,2007-11-01,0
TUN,2007-12-01,0
TUN,2008-01-01,0
TUN,2008-02-01,0
TUN,2008-03-01,0
TUN,2008-04-01,2
TUN,2008-05-01,2
TUN,2008-06-01,2
TUN,2008-07-01,0
TUN,2008-08-01,0
TUN,2008-09-01,0
TUN,2008-10-01,0
TUN,2008-11-01,0
TUN,2008-12-01,0
TUN,2009-01-01,0
TUN,2009-02-01,0
TUN,2009-03-01,0
TUN,2009-04-01,0
TUN,2009-05-01,0
TUN,2009-06-01,0
TUN,2009-07-01,0
TUN,2009-08-01,0
TUN,2009-09-01,0
TUN,2009-10-01,0
TUN,2009-11-01,0
TUN,2009-12-01,0
TUN,2010-01-01,0
TUN,2010-02-01,0
TUN,2010-03-01,0
TUN,2010-04-01,0
TUN,2010-05-01,0
TUN,2010-06-01,0
TUN,2010-07-01,0
TUN,2010-08-01,3
TUN,2010-09-01,0
TUN,2010-10-01,0
TUN,2010-11-01,0
TUN,2010-12-01,9
TUN,2011-01-01,57
TUN,2011-02-01,8
TUN,2011-03-01,2
TUN,2011-04-01,6
TUN,2011-05-01,16
TUN,2011-06-01,5
TUN,2011-07-01,13
TUN,2011-08-01,8
TUN,2011-09-01,16
TUN,2011-10-01,0
TUN,2011-11-01,0
TUN,2011-12-01,2
TUN,2012-01-01,7
TUN,2012-02-01,5
TUN,2012-03-01,3
TUN,2012-04-01,9
TUN,2012-05-01,4
TUN,2012-06-01,4
TUN,2012-07-01,1
TUN,2012-08-01,6
TUN,2012-09-01,2
TUN,2012-10-01,2
TUN,2012-11-01,3
TUN,2012-12-01,6
TUN,2013-01-01,8
TUN,2013-02-01,11
TUN,2013-03-01,4
TUN,2013-04-01,5
TUN,2013-05-01,10
TUN,2013-06-01,8
TUN,2013-07-01,6
TUN,2013-08-01,16
TUN,2013-09-01,2
TUN,2013-10-01,14
TUN,2013-11-01,9
TUN,2013-12-01,3
TUN,2014-01-01,10
TUN,2014-02-01,13
TUN,2014-03-01,7
TUN,2014-04-01,16
TUN,2014-05-01,12
TUN,2014-06-01,9
TUN,2014-07-01,11
TUN,2014-08-01,15
TUN,2014-09-01,7
TUN,2014-10-01,8
TUN,2014-11-01,7
TUN,2014-12-01,8
TUN,2015-01-01,4
TUN,2015-02-01,9
TUN,2015-03-01,8
TUN,2015-04-01,6
TUN,2015-05-01,6
TUN,2015-06-01,10
TUN,2015-07-01,9
TUN,2015-08-01,7
TUN,2015-09-01,5
TUN,2015-10-01,10
TUN,2015-11-01,5
TUN,2015-12-01,3
TUN,2016-01-01,14
TUN,2016-02-01,6
TUN,2016-03-01,24
TUN,2016-04-01,3
TUN,2016-05-01,11
TUN,2016-06-01,7
TUN,2016-07-01,6
TUN,2016-08-01,9
TUN,2016-09-01,9
TUN,2016-10-01,3
TUN,2016-11-01,7
TUN,2016-12-01,8
TUN,2017-01-01,9
TUN,2017-02-01,4
TUN,2017-03-01,7
TUN,2017-04-01,5
TUN,2017-05-01,6
TUN,2017-06-01,20
TUN,2017-07-01,7
TUN,2017-08-01,8
TUN,2017-09-01,12
TUN,2017-10-01,9
TUN,2017-11-01,9
TUN,2017-12-01,4
TUN,2018-01-01,7
TUN,2018-02-01,6
TUN,2018-03-01,4
TUN,2018-04-01,3
TUN,2018-05-01,7
TUN,2018-06-01,3
TUN,2018-07-01,2
TUN,2018-08-01,6
TUN,2018-09-01,4
TUN,2018-10-01,7
TUN,2018-11-01,10
TUN,2018-12-01,6
TUN,2019-01-01,3
TUN,2019-02-01,8
TUN,2019-03-01,9
TUN,2019-04-01,8
TUN,2019-05-01,6
TUN,2019-06-01,7
TUN,2019-07-01,4
TUN,2019-08-01,2
TUN,2019-09-01,5
TUN,2019-10-01,7
TUN,2019-11-01,3
TUN,2019-12-01,1
TUN,2020-01-01,4
TUN,2020-02-01,10
TUN,2020-03-01,3
TUN,2020-04-01,4
TUN,2020-05-01,1
TUN,2020-06-01,1
TUN,2020-07-01,0
TUN,2020-08-01,2
TUN,2020-09-01,1
TUN,2020-10-01,8
TUN,2020-11-01,2
TUN,2020-12-01,7
TUN,2021-01-01,3
TUN,2021-02-01,3
TUN,2021-03-01,4
TUN,2021-04-01,9
TUN,2021-05-01,3
TUN,2021-06-01,5
TUN,2021-07-01,7
TUN,2021-08-01,1
TUN,2021-09-01,2
TUN,2021-10-01,1
TUN,2021-11-01,3
TUN,2021-12-01,1
TUN,2022-01-01,1
TUN,2022-03-01,1
TUN,2022-08-01,2
TUN,2022-09-01,3
TUN,2022-11-01,1
TUN,2023-02-01,1
TUN,2023-03-01,1
TUN,2023-04-01,5
TUN,2023-05-01,7
TUN,2023-06-01,2
TUN,2023-07-01,4
TUN,2023-08-01,1
TUN,2023-09-01,3
TUN,2023-10-01,1
TUN,2023-11-01,3
TUN,2023-12-01,5
TUN,2024-02-01,1
TUN,2024-03-01,7
TUN,2024-04-01,2
TUN,2024-05-01,2
TUN,2024-06-01,3
TUN,2024-07-01,1
TUN,2024-08-01,1
TUN,2024-10-01,3
TUN,2024-11-01,1
TUN,2024-12-01,2
TUR,2016-01-01,132
TUR,2016-02-01,119
TUR,2016-03-01,147
TUR,2016-04-01,228
TUR,2016-05-01,188
TUR,2016-06-01,198
TUR,2016-07-01,189
TUR,2016-08-01,219
TUR,2016-09-01,150
TUR,2016-10-01,142
TUR,2016-11-01,91
TUR,2016-12-01,52
TUR,2017-01-01,55
TUR,2017-02-01,43
TUR,2017-03-01,88
TUR,2017-04-01,93
TUR,2017-05-01,102
TUR,2017-06-01,93
TUR,2017-07-01,106
TUR,2017-08-01,89
TUR,2017-09-01,91
TUR,2017-10-01,86
TUR,2017-11-01,61
TUR,2017-12-01,25
TUR,2018-01-01,38
TUR,2018-02-01,48
TUR,2018-03-01,57
TUR,2018-04-01,63
TUR,2018-05-01,82
TUR,2018-06-01,164
TUR,2018-07-01,128
TUR,2018-08-01,110
TUR,2018-09-01,97
TUR,2018-10-01,87
TUR,2018-11-01,62
TUR,2018-12-01,48
TUR,2019-01-01,42
TUR,2019-02-01,28
TUR,2019-03-01,90
TUR,2019-04-01,54
TUR,2019-05-01,96
TUR,2019-06-01,121
TUR,2019-07-01,132
TUR,2019-08-01,90
TUR,2019-09-01,87
TUR,2019-10-01,108
TUR,2019-11-01,48
TUR,2019-12-01,50
TUR,2020-01-01,36
TUR,2020-02-01,45
TUR,2020-03-01,60
TUR,2020-04-01,57
TUR,2020-05-01,79
TUR,2020-06-01,111
TUR,2020-07-01,94
TUR,2020-08-01,73
TUR,2020-09-01,69
TUR,2020-10-01,81
TUR,2020-11-01,25
TUR,2020-12-01,48
TUR,2021-01-01,37
TUR,2021-02-01,17
TUR,2021-03-01,21
TUR,2021-04-01,24
TUR,2021-05-01,53
TUR,2021-06-01,43
TUR,2021-07-01,41
TUR,2021-08-01,44
TUR,2021-09-01,36
TUR,2021-10-01,26
TUR,2021-11-01,22
TUR,2021-12-01,18
TUR,2022-01-01,17
TUR,2022-02-01,13
TUR,2022-03-01,16
TUR,2022-04-01,32
TUR,2022-05-01,33
TUR,2022-06-01,45
TUR,2022-07-01,47
TUR,2022-08-01,48
TUR,2022-09-01,33
TUR,2022-10-01,32
TUR,2022-11-01,28
TUR,2022-12-01,22
TUR,2023-01-01,22
TUR,2023-02-01,31
TUR,2023-03-01,18
TUR,2023-04-01,27
TUR,2023-05-01,103
TUR,2023-06-01,24
TUR,2023-07-01,34
TUR,2023-08-01,30
TUR,2023-09-01,21
TUR,2023-10-01,28
TUR,2023-11-01,14
TUR,2023-12-01,16
TUR,2024-01-01,13
TUR,2024-02-01,11
TUR,2024-03-01,57
TUR,2024-04-01,30
TUR,2024-05-01,19
TUR,2024-06-01,21
TUR,2024-07-01,25
TUR,2024-08-01,22
TUR,2024-09-01,16
TUR,2024-10-01,27
TUR,2024-11-01,9
TUR,2024-12-01,8
UKR,2018-01-01,717
UKR,2018-02-01,1058
UKR,2018-03-01,797
UKR,2018-04-01,1106
UKR,2018-05-01,1299
UKR,2018-06-01,1166
UKR,2018-07-01,921
UKR,2018-08-01,1054
UKR,2018-09-01,1194
UKR,2018-10-01,1495
UKR,2018-11-01,1291
UKR,2018-12-01,1262
UKR,2019-01-01,1053
UKR,2019-02-01,1164
UKR,2019-03-01,1381
UKR,2019-04-01,1338
UKR,2019-05-01,1278
UKR,2019-06-01,1449
UKR,2019-07-01,1206
UKR,2019-08-01,927
UKR,2019-09-01,1246
UKR,2019-10-01,1541
UKR,2019-11-01,1220
UKR,2019-12-01,1080
UKR,2020-01-01,1025
UKR,2020-02-01,1092
UKR,2020-03-01,1388
UKR,2020-04-01,1064
UKR,2020-05-01,1163
UKR,2020-06-01,820
UKR,2020-07-01,716
UKR,2020-08-01,129
UKR,2020-09-01,189
UKR,2020-10-01,266
UKR,2020-11-01,243
UKR,2020-12-01,358
UKR,2021-01-01,392
UKR,2021-02-01,404
UKR,2021-03-01,463
UKR,2021-04-01,763
UKR,2021-05-01,820
UKR,2021-06-01,464
UKR,2021-07-01,631
UKR,2021-08-01,555
UKR,2021-09-01,612
UKR,2021-10-01,707
UKR,2021-11-01,937
UKR,2021-12-01,549
UKR,2022-01-01,427
UKR,2022-02-01,1458
UKR,2022-03-01,2530
UKR,2022-04-01,2166
UKR,2022-05-01,2989
UKR,2022-06-01,3686
UKR,2022-07-01,4419
UKR,2022-08-01,5118
UKR,2022-09-01,4745
UKR,2022-10-01,4163
UKR,2022-11-01,4129
UKR,2022-12-01,4025
UKR,2023-01-01,4173
UKR,2023-02-01,4176
UKR,2023-03-01,4669
UKR,2023-04-01,4179
UKR,2023-05-01,4849
UKR,2023-06-01,5132
UKR,2023-07-01,4835
UKR,2023-08-01,5223
UKR,2023-09-01,4617
UKR,2023-10-01,4531
UKR,2023-11-01,4311
UKR,2023-12-01,4068
UKR,2024-01-01,4149
UKR,2024-02-01,3902
UKR,2024-03-01,4625
UKR,2024-04-01,3975
UKR,2024-05-01,4147
UKR,2024-06-01,3738
UKR,2024-07-01,4157
UKR,2024-08-01,4829
UKR,2024-09-01,5109
UKR,2024-10-01,5260
UKR,2024-11-01,4687
UKR,2024-12-01,4647
VEN,2018-01-01,161
VEN,2018-02-01,249
VEN,2018-03-01,173
VEN,2018-04-01,214
VEN,2018-05-01,198
VEN,2018-06-01,158
VEN,2018-07-01,151
VEN,2018-08-01,162
VEN,2018-09-01,151
VEN,2018-10-01,162
VEN,2018-11-01,183
VEN,2018-12-01,112
VEN,2019-01-01,190
VEN,2019-02-01,166
VEN,2019-03-01,169
VEN,2019-04-01,198
VEN,2019-05-01,228
VEN,2019-06-01,222
VEN,2019-07-01,206
VEN,2019-08-01,238
VEN,2019-09-01,188
VEN,2019-10-01,242
VEN,2019-11-01,191
VEN,2019-12-01,192
VEN,2020-01-01,250
VEN,2020-02-01,214
VEN,2020-03-01,188
VEN,2020-04-01,211
VEN,2020-05-01,255
VEN,2020-06-01,182
VEN,2020-07-01,126
VEN,2020-08-01,154
VEN,2020-09-01,90
VEN,2020-10-01,93
VEN,2020-11-01,119
VEN,2020-12-01,133
VEN,2021-01-01,209
VEN,2021-02-01,109
VEN,2021-03-01,125
VEN,2021-04-01,120
VEN,2021-05-01,148
VEN,2021-06-01,144
VEN,2021-07-01,146
VEN,2021-08-01,111
VEN,2021-09-01,125
VEN,2021-10-01,78
VEN,2021-11-01,80
VEN,2021-12-01,92
VEN,2022-01-01,134
VEN,2022-02-01,90
VEN,2022-03-01,101
VEN,2022-04-01,71
VEN,2022-05-01,64
VEN,2022-06-01,49
VEN,2022-07-01,71
VEN,2022-08-01,50
VEN,2022-09-01,91
VEN,2022-10-01,56
VEN,2022-11-01,53
VEN,2022-12-01,53
VEN,2023-01-01,78
VEN,2023-02-01,62
VEN,2023-03-01,69
VEN,2023-04-01,63
VEN,2023-05-01,60
VEN,2023-06-01,55
VEN,2023-07-01,68
VEN,2023-08-01,61
VEN,2023-09-01,51
VEN,2023-10-01,58
VEN,2023-11-01,41
VEN,2023-12-01,35
VEN,2024-01-01,54
VEN,2024-02-01,61
VEN,2024-03-01,41
VEN,2024-04-01,38
VEN,2024-05-01,47
VEN,2024-06-01,26
VEN,2024-07-01,54
VEN,2024-08-01,51
VEN,2024-09-01,41
VEN,2024-10-01,39
VEN,2024-11-01,31
VEN,2024-12-01,39
ZMB,2000-01-01,2
ZMB,2000-02-01,0
ZMB,2000-03-01,3
ZMB,2000-04-01,3
ZMB,2000-05-01,1
ZMB,2000-06-01,0
ZMB,2000-07-01,1
ZMB,2000-08-01,3
ZMB,2000-09-01,2
ZMB,2000-10-01,0
ZMB,2000-11-01,0
ZMB,2000-12-01,0
ZMB,2001-01-01,0
ZMB,2001-02-01,1
ZMB,2001-03-01,1
ZMB,2001-04-01,0
ZMB,2001-05-01,0
ZMB,2001-06-01,0
ZMB,2001-07-01,3
ZMB,2001-08-01,0
ZMB,2001-09-01,1
ZMB,2001-10-01,0
ZMB,2001-11-01,5
ZMB,2001-12-01,0
ZMB,2002-01-01,0
ZMB,2002-02-01,0
ZMB,2002-03-01,0
ZMB,2002-04-01,1
ZMB,2002-05-01,0
ZMB,2002-06-01,1
ZMB,2002-07-01,0
ZMB,2002-08-01,1
ZMB,2002-09-01,0
ZMB,2002-10-01,0
ZMB,2002-11-01,0
ZMB,2002-12-01,0
ZMB,2003-01-01,2
ZMB,2003-02-01,0
ZMB,2003-03-01,2
ZMB,2003-04-01,0
ZMB,2003-05-01,0
ZMB,2003-06-01,6
ZMB,2003-07-01,0
ZMB,2003-08-01,0
ZMB,2003-09-01,0
ZMB,2003-10-01,0
ZMB,2003-11-01,0
ZMB,2003-12-01,0
ZMB,2004-01-01,0
ZMB,2004-02-01,0
ZMB,2004-03-01,4
ZMB,2004-04-01,0
ZMB,2004-05-01,0
ZMB,2004-06-01,0
ZMB,2004-07-01,0
ZMB,2004-08-01,1
ZMB,2004-09-01,1
ZMB,2004-10-01,0
ZMB,2004-11-01,0
ZMB,2004-12-01,2
ZMB,2005-01-01,2
ZMB,2005-02-01,0
ZMB,2005-03-01,0
ZMB,2005-04-01,0
ZMB,2005-05-01,0
ZMB,2005-06-01,4
ZMB,2005-07-01,4
ZMB,2005-08-01,0
ZMB,2005-09-01,0
ZMB,2005-10-01,0
ZMB,2005-11-01,2
ZMB,2005-12-01,0
ZMB,2006-01-01,0
ZMB,2006-02-01,0
ZMB,2006-03-01,0
ZMB,2006-04-01,0
ZMB,2006-05-01,0
ZMB,2006-06-01,0
ZMB,2006-07-01,2
ZMB,2006-08-01,6
ZMB,2006-09-01,6
ZMB,2006-10-01,4
ZMB,2006-11-01,4
ZMB,2006-12-01,0
ZMB,2007-01-01,0
ZMB,2007-02-01,0
ZMB,2007-03-01,0
ZMB,2007-04-01,0
ZMB,2007-05-01,0
ZMB,2007-06-01,6
ZMB,2007-07-01,8
ZMB,2007-08-01,6
ZMB,2007-09-01,2
ZMB,2007-10-01,1
ZMB,2007-11-01,2
ZMB,2007-12-01,0
ZMB,2008-01-01,0
ZMB,2008-02-01,0
ZMB,2008-03-01,0
ZMB,2008-04-01,0
ZMB,2008-05-01,0
ZMB,2008-06-01,0
ZMB,2008-07-01,0
ZMB,2008-08-01,0
ZMB,2008-09-01,0
ZMB,2008-10-01,2
ZMB,2008-11-01,0
ZMB,2008-12-01,2
ZMB,2009-01-01,0
ZMB,2009-02-01,0
ZMB,2009-03-01,0
ZMB,2009-04-01,0
ZMB,2009-05-01,2
ZMB,2009-06-01,0
ZMB,2009-07-01,2
ZMB,2009-08-01,2
ZMB,2009-09-01,0
ZMB,2009-10-01,0
ZMB,2009-11-01,3
ZMB,2009-12-01,0
ZMB,2010-01-01,0
ZMB,2010-02-01,0
ZMB,2010-03-01,0
ZMB,2010-04-01,2
ZMB,2010-05-01,2
ZMB,2010-06-01,3
ZMB,2010-07-01,0
ZMB,2010-08-01,0
ZMB,2010-09-01,1
ZMB,2010-10-01,1
ZMB,2010-11-01,0
ZMB,2010-12-01,0
ZMB,2011-01-01,1
ZMB,2011-02-01,1
ZMB,2011-03-01,4
ZMB,2011-04-01,1
ZMB,2011-05-01,0
ZMB,2011-06-01,1
ZMB,2011-07-01,1
ZMB,2011-08-01,3
ZMB,2011-09-01,4
ZMB,2011-10-01,0
ZMB,2011-11-01,0
ZMB,2011-12-01,1
ZMB,2012-01-01,0
ZMB,2012-02-01,0
ZMB,2012-03-01,0
ZMB,2012-04-01,0
ZMB,2012-05-01,0
ZMB,2012-06-01,0
ZMB,2012-07-01,7
ZMB,2012-08-01,4
ZMB,2012-09-01,2
ZMB,2012-10-01,4
ZMB,2012-11-01,1
ZMB,2012-12-01,4
ZMB,2013-01-01,3
ZMB,2013-02-01,2
ZMB,2013-03-01,3
ZMB,2013-04-01,3
ZMB,2013-05-01,5
ZMB,2013-06-01,5
ZMB,2013-07-01,7
ZMB,2013-08-01,0
ZMB,2013-09-01,3
ZMB,2013-10-01,7
ZMB,2013-11-01,2
ZMB,2013-12-01,0
ZMB,2014-01-01,1
ZMB,2014-02-01,10
ZMB,2014-03-01,2
ZMB,2014-04-01,3
ZMB,2014-05-01,4
ZMB,2014-06-01,5
ZMB,2014-07-01,2
ZMB,2014-08-01,8
ZMB,2014-09-01,1
ZMB,2014-10-01,0
ZMB,2014-11-01,6
ZMB,2014-12-01,3
ZMB,2015-01-01,12
ZMB,2015-02-01,4
ZMB,2015-03-01,0
ZMB,2015-04-01,2
ZMB,2015-05-01,1
ZMB,2015-06-01,3
ZMB,2015-07-01,4
ZMB,2015-08-01,0
ZMB,2015-09-01,4
ZMB,2015-10-01,3
ZMB,2015-11-01,9
ZMB,2015-12-01,5
ZMB,2016-01-01,5
ZMB,2016-02-01,0
ZMB,2016-03-01,3
ZMB,2016-04-01,4
ZMB,2016-05-01,8
ZMB,2016-06-01,14
ZMB,2016-07-01,8
ZMB,2016-08-01,6
ZMB,2016-09-01,0
ZMB,2016-10-01,2
ZMB,2016-11-01,1
ZMB,2016-12-01,1
ZMB,2017-01-01,0
ZMB,2017-02-01,0
ZMB,2017-03-01,1
ZMB,2017-04-01,2
ZMB,2017-05-01,1
ZMB,2017-06-01,0
ZMB,2017-07-01,2
ZMB,2017-08-01,3
ZMB,2017-09-01,1
ZMB,2017-10-01,1
ZMB,2017-11-01,0
ZMB,2017-12-01,3
ZMB,2018-01-01,2
ZMB,2018-02-01,1
ZMB,2018-03-01,2
ZMB,2018-04-01,3
ZMB,2018-05-01,7
ZMB,2018-06-01,0
ZMB,2018-07-01,1
ZMB,2018-08-01,4
ZMB,2018-09-01,2
ZMB,2018-10-01,3
ZMB,2018-11-01,2
ZMB,2018-12-01,2
ZMB,2019-01-01,4
ZMB,2019-02-01,3
ZMB,2019-03-01,2
ZMB,2019-04-01,1
ZMB,2019-05-01,0
ZMB,2019-06-01,0
ZMB,2019-07-01,2
ZMB,2019-08-01,1
ZMB,2019-09-01,1
ZMB,2019-10-01,2
ZMB,2019-11-01,2
ZMB,2019-12-01,4
ZMB,2020-01-01,9
ZMB,2020-02-01,30
ZMB,2020-03-01,1
ZMB,2020-04-01,2
ZMB,2020-05-01,0
ZMB,2020-06-01,0
ZMB,2020-07-01,6
ZMB,2020-08-01,3
ZMB,2020-09-01,10
ZMB,2020-10-01,11
ZMB,2020-11-01,4
ZMB,2020-12-01,4
ZMB,2021-01-01,1
ZMB,2021-02-01,2
ZMB,2021-03-01,2
ZMB,2021-04-01,1
ZMB,2021-05-01,4
ZMB,2021-06-01,12
ZMB,2021-07-01,14
ZMB,2021-08-01,17
ZMB,2021-09-01,5
ZMB,2021-10-01,4
ZMB,2021-11-01,5
ZMB,2021-12-01,8
ZMB,2022-01-01,5
ZMB,2022-02-01,8
ZMB,2022-03-01,2
ZMB,2022-04-01,3
ZMB,2022-05-01,1
ZMB,2022-06-01,3
ZMB,2022-07-01,1
ZMB,2022-08-01,1
ZMB,2022-09-01,3
ZMB,2022-10-01,3
ZMB,2022-11-01,5
ZMB,2022-12-01,3
ZMB,2023-01-01,7
ZMB,2023-02-01,1
ZMB,2023-03-01,3
ZMB,2023-04-01,8
ZMB,2023-05-01,1
ZMB,2023-06-01,2
ZMB,2023-07-01,2
ZMB,2023-08-01,2
ZMB,2023-09-01,2
ZMB,2023-10-01,5
ZMB,2023-11-01,3
ZMB,2023-12-01,1
ZMB,2024-01-01,3
ZMB,2024-02-01,1
ZMB,2024-03-01,3
ZMB,2024-04-01,1
ZMB,2024-09-01,1
ZMB,2024-12-01,1
